folio,genero,rango_edad,alcaldia,turno_simulado,sede_asignada_simulada,discapacidad,lengua_indigena,comunidad_indigena,acceso_internet,tiene_beca,estatus_registro
REG26-028301,Mujer,31-35,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028304,Mujer,31-35,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,Sí,Aceptado
REG26-028331,Hombre,36-40,XOCHIMILCO,Matutino,032_SU_XOC - SAN FRANCISCO TLALNEPANTLA,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-028346,Hombre,16-20,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-028352,Hombre,41-45,IZTACALCO,Matutino,009_CO_IZT - JOSÉ MARTÍ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028361,Hombre,41-45,XOCHIMILCO,Matutino,251_SU_XOC - MUYUGUARDA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028373,Hombre,41-45,CUAUHTÉMOC,Matutino,131_CO_CUH - BENITO JUÁREZ Y EL LIBERALISMO MEXICANO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028376,Hombre,36-40,TLAHUAC,Matutino,300_SU_TLH - JAIME TORRES BODET,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-028382,Mujer,36-40,GUSTAVO A. MADERO,Matutino,212_NT_GAM - VILLA DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028421,Mujer,31-35,VENUSTIANO CARRANZA,Matutino,278_CO_VCA - RITA GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028445,Mujer,31-35,IZTACALCO,Matutino,009_CO_IZT - JOSÉ MARTÍ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028448,Mujer,41-45,AZCAPOTZALCO,Matutino,102_NT_AZC - PRO HOGAR,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028454,Hombre,26-30,VENUSTIANO CARRANZA,Matutino,278_CO_VCA - RITA GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028457,Mujer,16-20,TLALPAN,Matutino,184_SP_TLP - SAN MIGUEL,No,No,No,Sí,No,Aceptado
REG26-028466,Mujer,21-25,TLALPAN,Matutino,098_SP_TLP - LA JOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028484,Hombre,36-40,IZTAPALAPA,Matutino,141_IZ_IZP - TIERRA Y LIBERTAD,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028496,Mujer,16-20,XOCHIMILCO,Matutino,083_SU_XOC - SAN LUIS TLAXIALTEMALCO,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-028508,Hombre,36-40,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028514,Hombre,21-25,IZTAPALAPA,Matutino,220_IZ_IZP - SANTA MARÍA TOMATLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028523,Mujer,51+,IZTAPALAPA,Matutino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,No,Aceptado
REG26-028526,Hombre,51+,VENUSTIANO CARRANZA,Matutino,123_CO_VCA - CANDELARIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028538,Mujer,26-30,TLALPAN,Único,038_SP_TLP - ECOGUARDAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028541,Hombre,16-20,GUSTAVO A. MADERO,Matutino,097_NT_GAM - NUEVA ATZACOALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028556,Mujer,46-50,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-028589,Hombre,26-30,IZTAPALAPA,Matutino,100_IZ_IZP - CONSTITUCIÓN DE 1917,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028598,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028601,Mujer,26-30,IZTAPALAPA,Matutino,051_IZ_IZP - PALMITAS,No,No,No,Sí,No,Aceptado
REG26-028616,Mujer,36-40,CUAJIMALPA DE MORELOS,Matutino,006_PT_CUM - SAN PABLO CHIMALPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028619,Hombre,16-20,CUAJIMALPA DE MORELOS,Matutino,006_PT_CUM - SAN PABLO CHIMALPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028625,Mujer,31-35,TLAHUAC,Matutino,239_SU_TLH - TIERRA BLANCA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028640,Mujer,16-20,IZTACALCO,Matutino,214_CO_IZT - JARDINES TECMA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028676,Hombre,21-25,CUAUHTÉMOC,Matutino,013_CO_CUH - FRIDA KAHLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028706,Mujer,36-40,CUAUHTÉMOC,Matutino,087_CO_CUH - BOLEO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-028712,Hombre,36-40,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-028715,Mujer,31-35,TLALPAN,Matutino,184_SP_TLP - SAN MIGUEL,No,No,No,Sí,No,Aceptado
REG26-028721,Hombre,16-20,TLALPAN,Matutino,277_SP_TLP - DAVID CERVANTES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028733,Hombre,46-50,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028736,Hombre,41-45,TLALPAN,Matutino,147_SP_TLP - BELVEDERE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028769,Hombre,16-20,IZTAPALAPA,Matutino,027_IZ_IZP - CERRO DE LA ESTRELLA,No,No,No,No,Sí,Aceptado
REG26-028787,Hombre,51+,IZTAPALAPA,Matutino,026_IZ_IZP - FACUNDO CABRAL,Sí,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028793,Mujer,21-25,IZTAPALAPA,Matutino,267_IZ_IZP - PARQUE CUITLÁHUAC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028796,Hombre,21-25,GUSTAVO A. MADERO,Único,208_NT_GAM - ARAGÓN II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028802,Mujer,31-35,IZTAPALAPA,Matutino,091_IZ_IZP - ADELA SALAZAR,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028817,Mujer,26-30,LA MAGDALENA CONTRERAS,Matutino,232_SP_MAC - JUVENTINO ROSAS,No,No,No,Sí,Sí,Aceptado
REG26-028820,Mujer,16-20,GUSTAVO A. MADERO,Matutino,097_NT_GAM - NUEVA ATZACOALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028826,Mujer,26-30,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028829,Mujer,51+,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028832,Mujer,31-35,ÁLVARO OBREGÓN,Matutino,004_PT_AOB - EL CAPULÍN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028847,Hombre,46-50,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028856,Mujer,26-30,BENITO JUAREZ,Matutino,054_CO_BEJ - MUNICIPIO LIBRE,No,No,No,Sí,No,Aceptado
REG26-028877,Hombre,26-30,XOCHIMILCO,Matutino,154_SU_XOC - AHUALAPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028889,Hombre,31-35,GUSTAVO A. MADERO,Matutino,161_NT_GAM - CUCHILLA DEL TESORO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028907,Hombre,16-20,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,Sí,Aceptado
REG26-028940,Mujer,51+,IZTAPALAPA,Matutino,124_IZ_IZP - CARLOTA BOTEY,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028943,Mujer,26-30,IZTAPALAPA,Matutino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028952,Hombre,36-40,XOCHIMILCO,Matutino,155_SU_XOC - DOLORES OLMEDO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-028955,Hombre,16-20,CUAUHTÉMOC,Matutino,131_CO_CUH - BENITO JUÁREZ Y EL LIBERALISMO MEXICANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-028964,Hombre,31-35,TLAHUAC,Matutino,239_SU_TLH - TIERRA BLANCA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-028967,Mujer,26-30,TLAHUAC,Matutino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029000,Mujer,26-30,IZTAPALAPA,Matutino,176_IZ_IZP - REFORMA POLÍTICA,No,No,No,Sí,Sí,Aceptado
REG26-029006,Mujer,31-35,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029012,Mujer,31-35,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado
REG26-029015,Mujer,26-30,XOCHIMILCO,Matutino,257_SU_XOC - SANTA CRUZ XOCHITEPEC,No,Sí,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-029027,Mujer,21-25,GUSTAVO A. MADERO,Matutino,206_NT_GAM - MARTÍN CARRERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029033,Mujer,26-30,TLAHUAC,Matutino,070_SU_TLH - MIXQUIC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029039,Hombre,36-40,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029042,Hombre,41-45,XOCHIMILCO,Matutino,155_SU_XOC - DOLORES OLMEDO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029051,Mujer,36-40,GUSTAVO A. MADERO,Matutino,161_NT_GAM - CUCHILLA DEL TESORO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-029066,Hombre,26-30,IZTAPALAPA,Matutino,176_IZ_IZP - REFORMA POLÍTICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029069,Hombre,41-45,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado
REG26-029072,Hombre,16-20,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029093,Hombre,16-20,VENUSTIANO CARRANZA,Matutino,250_CO_VCA - COPIL,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029096,Mujer,31-35,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029102,Mujer,26-30,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029111,Mujer,21-25,TLALPAN,Matutino,098_SP_TLP - LA JOYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029114,Mujer,31-35,IZTAPALAPA,Matutino,218_IZ_IZP - CALMECAC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029117,Mujer,46-50,IZTAPALAPA,Vespertino,115_IZ_IZP - BAMBU,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029141,Mujer,26-30,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029144,Mujer,16-20,COYOACÁN,Matutino,047_SP_COY - JESUS MALDONADO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029156,Mujer,41-45,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029159,Mujer,36-40,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029180,Hombre,16-20,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,No,No,Aceptado
REG26-029186,Mujer,31-35,IZTAPALAPA,Matutino,027_IZ_IZP - CERRO DE LA ESTRELLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029189,Hombre,31-35,BENITO JUAREZ,Matutino,120_CO_BEJ - CARLOS MONSIVÁIS,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029216,Hombre,16-20,CUAJIMALPA DE MORELOS,Matutino,006_PT_CUM - SAN PABLO CHIMALPA,No,No,No,Sí,Sí,Aceptado
REG26-029243,Mujer,51+,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029246,Hombre,21-25,CUAUHTÉMOC,Matutino,263_CO_CUH - XIMENA GUZMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029255,Hombre,21-25,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029264,Mujer,41-45,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029267,Mujer,46-50,VENUSTIANO CARRANZA,Matutino,279_CO_VCA - TEPITO MORELOS,No,No,No,Sí,No,Aceptado
REG26-029273,Mujer,36-40,IZTAPALAPA,Matutino,019_IZ_IZP - COOPEREMOS PUEBLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029276,Hombre,26-30,IZTAPALAPA,Matutino,287_IZ_IZP - ÁLVARO OBREGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029288,Mujer,51+,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029291,Mujer,31-35,BENITO JUAREZ,Matutino,120_CO_BEJ - CARLOS MONSIVÁIS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029294,Hombre,26-30,GUSTAVO A. MADERO,Matutino,116_NT_GAM - EL VIVERO,No,No,No,Sí,No,Aceptado
REG26-029297,Hombre,51+,IZTAPALAPA,Matutino,140_IZ_IZP - REPÚBLICA FEDERAL,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029300,Mujer,36-40,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029321,Mujer,36-40,IZTAPALAPA,Único,256_IZ_IZP - VIVERO NEZAHUALCÓYOTL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029330,Hombre,36-40,TLAHUAC,Matutino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029333,Mujer,51+,VENUSTIANO CARRANZA,Matutino,249_CO_VCA - 20 DE NOVIEMBRE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029336,Mujer,16-20,IZTAPALAPA,Matutino,270_IZ_IZP - SAN JUAN JOYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029348,Mujer,26-30,IZTAPALAPA,Matutino,053_IZ_IZP - RENOVACIÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029351,Mujer,31-35,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029366,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029375,Mujer,31-35,VENUSTIANO CARRANZA,Matutino,186_CO_VCA - PARQUE VELÓDROMO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029381,Mujer,41-45,TLAHUAC,Matutino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,Sí,Aceptado
REG26-029396,Hombre,16-20,ÁLVARO OBREGÓN,Matutino,063_PT_AOB - PRESIDENTES,No,No,No,Sí,No,Aceptado
REG26-029423,Hombre,31-35,IZTAPALAPA,Matutino,065_IZ_IZP - TETECÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029426,Hombre,16-20,ÁLVARO OBREGÓN,Matutino,108_PT_AOB - CHAMONTOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029432,Mujer,31-35,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029441,Hombre,31-35,IZTACALCO,Matutino,031_CO_IZT - PAQUITA CALVO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029444,Hombre,21-25,GUSTAVO A. MADERO,Matutino,265_NT_GAM - CHALMA DE GUADALUPE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029456,Mujer,36-40,GUSTAVO A. MADERO,Matutino,008_NT_GAM - TLALPEXCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029486,Hombre,36-40,COYOACÁN,Matutino,021_SP_COY - EMILIANO ZAPATA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029501,Hombre,26-30,GUSTAVO A. MADERO,Matutino,001_NT_GAM - RICHARD WAGNER,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029504,Mujer,21-25,MIGUEL HIDALGO,Matutino,178_PT_MIH - OTHÓN SALAZAR,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029510,Mujer,51+,IZTAPALAPA,Matutino,270_IZ_IZP - SAN JUAN JOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029522,Mujer,16-20,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado
REG26-029525,Hombre,31-35,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029531,Mujer,26-30,IZTAPALAPA,Matutino,218_IZ_IZP - CALMECAC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029537,Mujer,31-35,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029543,Mujer,21-25,LA MAGDALENA CONTRERAS,Matutino,017_SP_MAC - HUAYATLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029552,Mujer,36-40,XOCHIMILCO,Matutino,254_SU_XOC - SAN ANDRÉS AHUAYUCAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029555,Hombre,36-40,IZTACALCO,Matutino,214_CO_IZT - JARDINES TECMA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029558,Mujer,51+,TLAHUAC,Matutino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029579,Hombre,21-25,IZTAPALAPA,Matutino,100_IZ_IZP - CONSTITUCIÓN DE 1917,No,No,No,Sí,No,Aceptado
REG26-029582,Mujer,16-20,IZTAPALAPA,Matutino,115_IZ_IZP - BAMBU,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-029585,Hombre,41-45,XOCHIMILCO,Matutino,029_SU_XOC - SANTA CECILIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029594,Mujer,41-45,ÁLVARO OBREGÓN,Matutino,063_PT_AOB - PRESIDENTES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029600,Mujer,41-45,IZTAPALAPA,Matutino,100_IZ_IZP - CONSTITUCIÓN DE 1917,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029609,Mujer,36-40,TLAHUAC,Matutino,070_SU_TLH - MIXQUIC,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-029612,Mujer,16-20,XOCHIMILCO,Matutino,154_SU_XOC - AHUALAPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029621,Hombre,16-20,AZCAPOTZALCO,Matutino,061_NT_AZC - LA NARANJA,No,No,No,Sí,No,Aceptado
REG26-029636,Mujer,36-40,GUSTAVO A. MADERO,Matutino,170_NT_GAM - TABLAS DE SAN AGUSTÍN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029651,Mujer,51+,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029654,Mujer,26-30,TLALPAN,Matutino,150_SP_TLP - TOPILEJO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029660,Mujer,16-20,MILPA ALTA,Matutino,179_SU_MIA - SAN PABLO OZTOTEPEC,No,No,No,No,Sí,Aceptado
REG26-029663,Hombre,26-30,ÁLVARO OBREGÓN,Matutino,005_PT_AOB - JALALPA TEPITO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029669,Hombre,21-25,IZTACALCO,Matutino,"213_CO_IZT - FERNANDA ""LA CHATA"" CAMPA",Sí,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029693,Hombre,26-30,XOCHIMILCO,Matutino,060_SU_XOC - 16 DE SEPTIEMBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029702,Mujer,36-40,TLAHUAC,Matutino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,Sí,Aceptado
REG26-029714,Mujer,16-20,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029720,Mujer,21-25,COYOACÁN,Matutino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029726,Hombre,31-35,ÁLVARO OBREGÓN,Matutino,040_PT_AOB - SANTA FE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029747,Mujer,16-20,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado
REG26-029750,Hombre,21-25,GUSTAVO A. MADERO,Matutino,169_NT_GAM - ARAGÓN VII,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029762,Mujer,41-45,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029771,Mujer,51+,MIGUEL HIDALGO,Matutino,178_PT_MIH - OTHÓN SALAZAR,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029777,Mujer,31-35,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029789,Mujer,21-25,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029795,Mujer,31-35,GUSTAVO A. MADERO,Matutino,264_NT_GAM - CANDELARIA TICOMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029798,Hombre,31-35,BENITO JUAREZ,Matutino,120_CO_BEJ - CARLOS MONSIVÁIS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029810,Hombre,36-40,ÁLVARO OBREGÓN,Matutino,042_PT_AOB - ISIDRO FABELA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029819,Mujer,51+,IZTAPALAPA,Matutino,140_IZ_IZP - REPÚBLICA FEDERAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029837,Hombre,26-30,IZTAPALAPA,Matutino,020_IZ_IZP - CENTRAL DE ABASTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029849,Mujer,41-45,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029879,Hombre,31-35,IZTAPALAPA,Matutino,221_IZ_IZP - PARQUE NACIONAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029888,Hombre,36-40,AZCAPOTZALCO,Matutino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029897,Mujer,31-35,ÁLVARO OBREGÓN,Matutino,127_PT_AOB - RÍO SAN BORJA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029918,Mujer,31-35,TLAHUAC,Matutino,086_SU_TLH - MURCIÉLAGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-029921,Hombre,36-40,COYOACÁN,Matutino,047_SP_COY - JESUS MALDONADO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029930,Mujer,16-20,GUSTAVO A. MADERO,Matutino,167_NT_GAM - REVOLUCIÓN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-029963,Mujer,31-35,TLALPAN,Matutino,244_SP_TLP - CRISTINA PACHECO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029972,Mujer,31-35,TLALPAN,Matutino,277_SP_TLP - DAVID CERVANTES,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-029993,Mujer,41-45,AZCAPOTZALCO,Matutino,036_NT_AZC - SAN MIGUEL AMANTLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-029996,Hombre,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-030008,Mujer,31-35,GUSTAVO A. MADERO,Matutino,168_NT_GAM - ARAGÓN VI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-030011,Hombre,51+,AZCAPOTZALCO,Matutino,194_NT_AZC - TEPANTONGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-030035,Mujer,51+,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-030062,Mujer,31-35,TLAHUAC,Matutino,235_SU_TLH - QUETZALCÓATL,No,No,No,No,No,Aceptado
REG26-030068,Mujer,51+,GUSTAVO A. MADERO,Matutino,170_NT_GAM - TABLAS DE SAN AGUSTÍN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-030113,Mujer,41-45,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,Sí,Sí,Sí,Sí,Aceptado (pendiente de validación)
